trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.01, 'e': 0.45000550000002437}",25,1,-4.901206021044512,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
551,False,"{'a': 0.01, 'e': 0.44900551000002437}",30,22,-9.711939201462574,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
552,False,"{'a': 0.01, 'e': 0.44800552000002436}",20,12,-23.874952807568306,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
553,False,"{'a': 0.01, 'e': 0.44700553000002435}",25,11,13.283558880648075,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.01, 'e': 0.44600554000002435}",20,7,-63.356915424345715,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
555,False,"{'a': 0.01, 'e': 0.44500555000002434}",25,8,-13.810193424255033,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.44400556000002434}",25,11,-10.392500033307417,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.44300557000002433}",25,0,34.137064317625764,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.01, 'e': 0.4420055800000243}",20,6,-6.2395737200160415,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.4410055900000243}",20,11,16.328415172019646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.4400056000000243}",35,0,-48.39058490726563,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 1}",0
561,False,"{'a': 0.01, 'e': 0.4390056100000243}",20,0,-11.337126676707532,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
562,False,"{'a': 0.01, 'e': 0.4380056200000243}",20,0,-18.801610468439314,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
563,False,"{'a': 0.01, 'e': 0.4370056300000243}",20,1,-41.38240276835989,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
564,False,"{'a': 0.01, 'e': 0.4360056400000243}",25,0,-26.02911800114073,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
565,False,"{'a': 0.01, 'e': 0.4350056500000243}",30,20,-1.363966780062972,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.01, 'e': 0.4340056600000243}",20,0,-58.23367740348586,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
567,False,"{'a': 0.01, 'e': 0.43300567000002427}",20,0,-6.169845266958493,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
568,False,"{'a': 0.01, 'e': 0.43200568000002426}",25,12,-5.484563533975789,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.43100569000002426}",25,3,-49.100881442135275,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 1}",1
570,False,"{'a': 0.01, 'e': 0.43000570000002425}",20,5,16.381139585884192,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.42900571000002424}",25,11,1.4284077544589642,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.42800572000002424}",30,0,-34.987094064172545,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 0}",0
573,False,"{'a': 0.01, 'e': 0.42700573000002423}",20,16,7.8005789596600765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.4260057400000242}",25,11,4.062850208812375,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.4250057500000242}",20,6,-30.816428166274935,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
576,False,"{'a': 0.01, 'e': 0.4240057600000242}",20,11,-6.780019743767668,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.4230057700000242}",25,0,-35.2644678562005,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
578,False,"{'a': 0.01, 'e': 0.4220057800000242}",25,15,20.10378331343141,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.4210057900000242}",30,23,6.188453282221349,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.4200058000000242}",20,14,10.80592364838917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.4190058100000242}",20,14,10.873028914165177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.01, 'e': 0.4180058200000242}",20,16,7.8447566800200335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.01, 'e': 0.41700583000002417}",25,15,7.9624858059569235,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.01, 'e': 0.41600584000002416}",25,1,16.274018221553472,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.41500585000002416}",25,18,9.649278603203193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.41400586000002415}",30,5,20.170512649689318,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.41300587000002414}",35,0,-44.7098265582625,"{0: 29, 1: 0, 2: 5, 3: 0, 4: 1}",0
588,False,"{'a': 0.01, 'e': 0.41200588000002414}",35,18,-5.4452579163163115,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.41100589000002413}",20,8,-36.95324246798237,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.4100059000000241}",25,14,-13.550545040872423,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
591,False,"{'a': 0.01, 'e': 0.4090059100000241}",25,19,-1.2356651489455113,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.4080059200000241}",25,18,1.7551827855376478,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.4070059300000241}",25,18,-9.624583348840453,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
594,False,"{'a': 0.01, 'e': 0.4060059400000241}",35,7,-55.49887606070461,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 1}",1
595,False,"{'a': 0.01, 'e': 0.4050059500000241}",35,5,17.804288789110885,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.4040059600000241}",20,3,-106.9502725420165,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
597,False,"{'a': 0.01, 'e': 0.4030059700000241}",25,0,0.5248868406214782,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
598,False,"{'a': 0.01, 'e': 0.4020059800000241}",20,12,3.7283019922154446,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.40100599000002407}",25,2,4.291231187851421,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
600,False,"{'a': 0.01, 'e': 0.40000600000002406}",35,18,-15.971682584342515,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.39900601000002406}",20,8,9.386843615527432,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.01, 'e': 0.39800602000002405}",20,11,10.619782948989826,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.01, 'e': 0.39700603000002405}",20,8,4.781222273941207,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.39600604000002404}",20,0,-58.99871651728027,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
605,False,"{'a': 0.01, 'e': 0.39500605000002403}",20,12,1.7890863095164897,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.01, 'e': 0.394006060000024}",25,7,0.8564814112953789,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
607,False,"{'a': 0.01, 'e': 0.393006070000024}",25,7,-2.43394862494093,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.392006080000024}",20,11,-39.80479862842695,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
609,False,"{'a': 0.01, 'e': 0.391006090000024}",30,12,-22.287398160181663,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
610,False,"{'a': 0.01, 'e': 0.390006100000024}",20,0,-91.07228372958893,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
611,False,"{'a': 0.01, 'e': 0.389006110000024}",20,3,-34.51073887390101,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.388006120000024}",25,11,11.152951206299994,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.01, 'e': 0.387006130000024}",25,0,-52.09860337075144,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
614,False,"{'a': 0.01, 'e': 0.386006140000024}",30,16,-58.44575616747299,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
615,False,"{'a': 0.01, 'e': 0.385006150000024}",25,0,-54.78330113000687,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
616,False,"{'a': 0.01, 'e': 0.38400616000002397}",20,0,4.383171648205888,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
617,False,"{'a': 0.01, 'e': 0.38300617000002396}",20,1,-95.19662252222189,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
618,False,"{'a': 0.01, 'e': 0.38200618000002395}",20,0,10.30745710144202,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
619,False,"{'a': 0.01, 'e': 0.38100619000002395}",20,0,-58.1550692991524,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
620,False,"{'a': 0.01, 'e': 0.38000620000002394}",30,18,-1.7092924668475789,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
621,False,"{'a': 0.01, 'e': 0.37900621000002394}",25,7,19.010672770866858,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.01, 'e': 0.37800622000002393}",20,11,14.20999916662343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.3770062300000239}",20,13,-12.990016311041085,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
624,False,"{'a': 0.01, 'e': 0.3760062400000239}",25,3,-27.660133946100753,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.3750062500000239}",20,0,-52.92878320658278,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
626,False,"{'a': 0.01, 'e': 0.3740062600000239}",20,6,-0.8566091380385064,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.01, 'e': 0.3730062700000239}",25,10,-20.22558593875084,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
628,False,"{'a': 0.01, 'e': 0.3720062800000239}",25,19,2.4627135111277396,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.01, 'e': 0.3710062900000239}",25,0,22.86915266723811,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
630,False,"{'a': 0.01, 'e': 0.3700063000000239}",20,0,-47.02695146388813,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
631,False,"{'a': 0.01, 'e': 0.3690063100000239}",20,0,-57.118596174294424,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
632,False,"{'a': 0.01, 'e': 0.36800632000002387}",25,7,-17.43534932017516,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.36700633000002386}",20,2,14.054296625740536,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.01, 'e': 0.36600634000002386}",30,0,-73.13988017084328,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
635,False,"{'a': 0.01, 'e': 0.36500635000002385}",30,2,-64.30918137513478,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 1}",1
636,False,"{'a': 0.01, 'e': 0.36400636000002384}",30,17,20.65010357514906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.36300637000002384}",25,0,-39.75006519558243,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
638,False,"{'a': 0.01, 'e': 0.36200638000002383}",20,12,-20.835658071742518,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
639,False,"{'a': 0.01, 'e': 0.3610063900000238}",20,7,-47.31272809218173,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
640,False,"{'a': 0.01, 'e': 0.3600064000000238}",20,10,14.897046745483026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.01, 'e': 0.3590064100000238}",25,6,-29.860798895708268,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.3580064200000238}",25,9,26.152270104713462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.3570064300000238}",25,0,10.247624661147663,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
644,False,"{'a': 0.01, 'e': 0.3560064400000238}",30,8,-56.58626186971605,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
645,False,"{'a': 0.01, 'e': 0.3550064500000238}",20,7,-13.312513335826361,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.3540064600000238}",25,0,15.497384444407079,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
647,False,"{'a': 0.01, 'e': 0.3530064700000238}",35,11,-21.102043301193905,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.35200648000002377}",25,0,-30.067014739057942,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
649,False,"{'a': 0.01, 'e': 0.35100649000002376}",25,10,7.1747383439330035,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.01, 'e': 0.35000650000002376}",25,0,-5.684186847620628,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
651,False,"{'a': 0.01, 'e': 0.34900651000002375}",25,13,-8.61917010527746,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.01, 'e': 0.34800652000002374}",30,15,-0.30616592151544353,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.34700653000002374}",20,11,-7.807203290004248,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.34600654000002373}",25,0,-10.319708043602681,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
655,False,"{'a': 0.01, 'e': 0.3450065500000237}",30,7,4.153672856812617,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
656,False,"{'a': 0.01, 'e': 0.3440065600000237}",25,0,-30.676676982049045,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
657,False,"{'a': 0.01, 'e': 0.3430065700000237}",20,14,-1.8719441816675286,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.3420065800000237}",20,0,-13.006280675182436,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
659,False,"{'a': 0.01, 'e': 0.3410065900000237}",25,8,-98.92901858752172,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
660,False,"{'a': 0.01, 'e': 0.3400066000000237}",25,16,-7.778249308237395,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.01, 'e': 0.3390066100000237}",20,6,-51.868191203548406,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
662,False,"{'a': 0.01, 'e': 0.3380066200000237}",25,5,-24.576116037999668,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
663,False,"{'a': 0.01, 'e': 0.3370066300000237}",30,0,20.524077222499905,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
664,False,"{'a': 0.01, 'e': 0.33600664000002367}",20,14,12.842048515658245,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.01, 'e': 0.33500665000002366}",30,16,-10.521551824724707,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
666,False,"{'a': 0.01, 'e': 0.33400666000002366}",25,0,23.067046865122236,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
667,False,"{'a': 0.01, 'e': 0.33300667000002365}",20,13,0.6772479241889533,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.01, 'e': 0.33200668000002365}",25,9,25.315579808207442,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01, 'e': 0.33100669000002364}",20,15,8.442537647312692,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.01, 'e': 0.33000670000002363}",25,11,-22.34746278447313,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.32900671000002363}",25,15,8.646654575587773,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.01, 'e': 0.3280067200000236}",20,12,3.536605755277479,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.01, 'e': 0.3270067300000236}",20,0,-69.15166432543039,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
674,False,"{'a': 0.01, 'e': 0.3260067400000236}",20,8,9.954449765998492,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.01, 'e': 0.3250067500000236}",30,20,12.271011580991338,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.01, 'e': 0.3240067600000236}",25,10,-5.495086375126965,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
677,False,"{'a': 0.01, 'e': 0.3230067700000236}",20,16,6.310041356502417,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.01, 'e': 0.3220067800000236}",20,6,9.421961996703542,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.01, 'e': 0.3210067900000236}",20,15,9.658936198891256,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.01, 'e': 0.3200068000000236}",25,2,-68.33730193712593,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 2}",1
681,False,"{'a': 0.01, 'e': 0.31900681000002357}",25,6,15.576018190975873,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.31800682000002356}",20,9,7.022068771443754,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.01, 'e': 0.31700683000002355}",25,7,8.802708291523114,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
684,False,"{'a': 0.01, 'e': 0.31600684000002355}",20,13,-1.2555011706272652,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.01, 'e': 0.31500685000002354}",30,12,-13.508975682337258,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
686,False,"{'a': 0.01, 'e': 0.31400686000002354}",20,0,-9.477335353921726,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.31300687000002353}",25,14,13.173932578098047,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.01, 'e': 0.3120068800000235}",25,15,-1.5114984635648303,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.01, 'e': 0.3110068900000235}",20,8,-3.083821007225863,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.01, 'e': 0.3100069000000235}",20,6,-5.57311486115022,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.01, 'e': 0.3090069100000235}",20,9,8.057332556171783,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 0.3080069200000235}",30,0,18.03607648111285,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
693,False,"{'a': 0.01, 'e': 0.3070069300000235}",35,24,-6.497141949863231,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.01, 'e': 0.3060069400000235}",20,0,7.383347401233621,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
695,False,"{'a': 0.01, 'e': 0.3050069500000235}",35,17,22.617868176699105,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 0.3040069600000235}",25,0,3.244561272250558,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
697,False,"{'a': 0.01, 'e': 0.30300697000002347}",25,0,-17.741647206493184,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
698,False,"{'a': 0.01, 'e': 0.30200698000002346}",25,11,-8.863059072765136,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 0.30100699000002346}",20,14,12.209351551824764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 0.30000700000002345}",20,5,-28.399096804937297,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
701,False,"{'a': 0.01, 'e': 0.29900701000002344}",25,13,-3.2563340796174405,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.01, 'e': 0.29800702000002344}",25,4,-64.48983653434125,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
703,False,"{'a': 0.01, 'e': 0.29700703000002343}",20,7,0.1557491660303545,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
704,False,"{'a': 0.01, 'e': 0.2960070400000234}",20,0,1.8181338350140974,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
705,False,"{'a': 0.01, 'e': 0.2950070500000234}",20,9,-45.62685694157262,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
706,False,"{'a': 0.01, 'e': 0.2940070600000234}",25,9,-81.62283249488858,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
707,False,"{'a': 0.01, 'e': 0.2930070700000234}",25,0,21.038117115192833,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
708,False,"{'a': 0.01, 'e': 0.2920070800000234}",30,10,13.06744323548402,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.01, 'e': 0.2910070900000234}",30,0,-92.72508878945071,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
710,False,"{'a': 0.01, 'e': 0.2900071000000234}",30,13,32.96797736716945,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.01, 'e': 0.2890071100000234}",25,3,-33.663521626700245,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
712,False,"{'a': 0.01, 'e': 0.2880071200000234}",20,8,5.556401908215239,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.01, 'e': 0.28700713000002337}",20,15,-4.750075135255626,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.01, 'e': 0.28600714000002336}",35,26,8.792523069436811,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.01, 'e': 0.28500715000002336}",20,4,20.775999906995718,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 0.28400716000002335}",20,11,8.612593852999307,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.01, 'e': 0.28300717000002334}",30,14,18.10130643539994,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.01, 'e': 0.28200718000002334}",20,0,14.886442180346872,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
719,False,"{'a': 0.01, 'e': 0.28100719000002333}",20,0,5.887326462681717,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
720,False,"{'a': 0.01, 'e': 0.2800072000000233}",25,17,-5.192835754153466,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.01, 'e': 0.2790072100000233}",20,13,-5.98285490422625,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.01, 'e': 0.2780072200000233}",20,2,18.617814027708054,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 0.2770072300000233}",30,13,-35.49632819501594,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
724,False,"{'a': 0.01, 'e': 0.2760072400000233}",20,10,-9.484951821566613,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
725,False,"{'a': 0.01, 'e': 0.2750072500000233}",20,5,15.147300895844742,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 0.2740072600000233}",30,2,-21.01088455284786,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 0}",1
727,False,"{'a': 0.01, 'e': 0.2730072700000233}",25,17,12.659205293345945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.01, 'e': 0.2720072800000233}",20,0,30.401553164120063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.01, 'e': 0.27100729000002327}",25,3,-8.540225589840059,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
730,False,"{'a': 0.01, 'e': 0.27000730000002326}",25,12,13.68705775691534,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 0.26900731000002326}",35,25,17.370483394813608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.01, 'e': 0.26800732000002325}",25,4,34.018039012939795,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.01, 'e': 0.26700733000002325}",25,14,-28.03643316795321,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
